,corredor_armazem,modo_envio,numero_chamadas_cliente,avaliacao_cliente,custo_produto,compras_anteriores,prioridade_produto,genero,desconto,peso_gramas,entregue_no_prazo,performance_prioridade_envio,performance_modo_envio,faixa_desconto,performance_faixa_desconto,corredor_armazem_A,corredor_armazem_B,corredor_armazem_C,corredor_armazem_D,corredor_armazem_F,performance_prioridade_envio_Atraso crítico,performance_prioridade_envio_Atraso problemárico,performance_prioridade_envio_Atraso tolerável,performance_prioridade_envio_Não houve atraso,performance_modo_envio_Atraso Crítico na Entrega por Aviao,performance_modo_envio_Atraso Crítico na Entrega por Caminhao,performance_modo_envio_Atraso Crítico na Entrega por Navio,performance_modo_envio_Atraso Problemático na Entrega por Aviao,performance_modo_envio_Atraso Problemático na Entrega por Caminhao,performance_modo_envio_Atraso Problemático na Entrega por Navio,performance_modo_envio_Atraso Tolerável na Entrega por Aviao,performance_modo_envio_Atraso Tolerável na Entrega por Navio,performance_modo_envio_Não houve atraso,faixa_desconto_Desconto abaixo da média,faixa_desconto_Desconto acima ou igual à média,performance_faixa_desconto_Atraso na Entrega com Desconto Abaixo da Média,performance_faixa_desconto_Entrega no Prazo com Desconto Abaixo da Média,performance_faixa_desconto_Entrega no Prazo com Desconto Acima da Média
4340,A,0,-0.43545672751014064,-0.43545672751014064,0.5468224981738495,-0.43545672751014064,1,0,-0.4354567275101406,0.5468224981738495,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4341,B,0,-0.16863465716324372,-0.16863465716324372,0.6766983199415632,-0.16863465716324372,1,1,-0.16863465716324366,0.6766983199415632,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4342,C,0,-0.5021622450968648,-0.5021622450968648,0.6951059167275383,-0.5021622450968648,1,1,-0.5021622450968648,0.6951059167275383,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4343,F,0,-0.23534017474996796,-0.23534017474996796,0.5056245434623813,-0.23534017474996796,2,0,-0.2353401747499679,0.5056245434623813,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4344,D,0,-0.43545672751014064,-0.43545672751014064,0.514682249817385,-0.43545672751014064,1,0,-0.4354567275101406,0.514682249817385,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4345,F,0,-0.3020456923366922,-0.3020456923366922,0.5588020452885317,-0.3020456923366922,1,1,-0.30204569233669215,0.5588020452885317,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4346,A,0,-0.6355732802703133,-0.6355732802703133,0.5891891891891892,-0.6355732802703133,1,0,-0.6355732802703133,0.5891891891891892,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4347,B,0,-0.43545672751014064,-0.43545672751014064,0.6406135865595325,-0.43545672751014064,1,1,-0.4354567275101406,0.6406135865595325,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4348,C,0,-0.3020456923366922,-0.3020456923366922,0.5250547845142439,-0.3020456923366922,1,1,-0.30204569233669215,0.5250547845142439,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4349,F,0,-0.23534017474996796,-0.23534017474996796,0.6428049671292915,-0.23534017474996796,0,1,-0.2353401747499679,0.6428049671292915,0,Atraso crítico,Atraso Crítico na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
4350,D,0,-0.7689843154437618,-0.7689843154437618,0.6825420014609204,-0.7689843154437618,1,1,-0.7689843154437618,0.6825420014609204,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4351,F,0,-0.5021622450968648,-0.5021622450968648,0.5956172388604821,-0.5021622450968648,2,0,-0.5021622450968648,0.5956172388604821,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4352,A,0,-0.3020456923366922,-0.3020456923366922,0.6785975164353543,-0.3020456923366922,1,1,-0.30204569233669215,0.6785975164353543,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4353,B,0,-0.3687512099234164,-0.3687512099234164,0.5231555880204529,-0.3687512099234164,1,0,-0.36875120992341637,0.5231555880204529,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4354,C,0,-0.7022787978570375,-0.7022787978570375,0.6303871439006574,-0.7022787978570375,2,1,-0.7022787978570375,0.6303871439006574,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4355,F,0,-0.7022787978570375,-0.7022787978570375,0.6566837107377648,-0.7022787978570375,1,1,-0.7022787978570375,0.6566837107377648,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4356,D,0,-0.7689843154437618,-0.7689843154437618,0.7129291453615778,-0.7689843154437618,1,1,-0.7689843154437618,0.7129291453615778,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4357,F,2,-0.5688677626835891,-0.5688677626835891,0.6084733382030679,-0.5688677626835891,1,1,-0.5688677626835891,0.6084733382030679,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4358,A,2,-0.23534017474996796,-0.23534017474996796,0.689554419284149,-0.23534017474996796,2,0,-0.2353401747499679,0.689554419284149,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4359,B,2,-0.7022787978570375,-0.7022787978570375,0.5823228634039445,-0.7022787978570375,1,0,-0.7022787978570375,0.5823228634039445,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4360,C,2,-0.7022787978570375,-0.7022787978570375,0.6061358655953251,-0.7022787978570375,1,1,-0.7022787978570375,0.6061358655953251,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4361,F,2,-0.7689843154437618,-0.7689843154437618,0.5447772096420745,-0.7689843154437618,2,0,-0.7689843154437618,0.5447772096420745,0,Atraso problemárico,Atraso Problemático na Entrega por Caminhao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4362,D,2,-0.7022787978570375,-0.7022787978570375,0.6487947406866326,-0.7022787978570375,2,0,-0.7022787978570375,0.6487947406866326,0,Atraso problemárico,Atraso Problemático na Entrega por Caminhao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4363,F,2,-0.6355732802703133,-0.6355732802703133,0.6005843681519357,-0.6355732802703133,0,1,-0.6355732802703133,0.6005843681519357,0,Atraso crítico,Atraso Crítico na Entrega por Caminhao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4364,A,2,-0.5021622450968648,-0.5021622450968648,0.5672753834915997,-0.5021622450968648,1,0,-0.5021622450968648,0.5672753834915997,0,Atraso tolerável,Não houve atraso,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
4365,B,2,-0.16863465716324372,-0.16863465716324372,0.4508400292184076,-0.16863465716324372,0,1,-0.16863465716324366,0.4508400292184076,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4366,C,2,-0.7022787978570375,-0.7022787978570375,0.5985390796201607,-0.7022787978570375,2,0,-0.7022787978570375,0.5985390796201607,0,Atraso problemárico,Atraso Problemático na Entrega por Caminhao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4367,F,2,-0.6355732802703133,-0.6355732802703133,0.5403944485025566,-0.6355732802703133,1,1,-0.6355732802703133,0.5403944485025566,0,Atraso tolerável,Não houve atraso,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
4368,D,2,-0.43545672751014064,-0.43545672751014064,0.5745799853907962,-0.43545672751014064,1,1,-0.4354567275101406,0.5745799853907962,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4369,F,2,-0.6355732802703133,-0.6355732802703133,0.533382030679328,-0.6355732802703133,1,1,-0.6355732802703133,0.533382030679328,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4370,A,2,-0.16863465716324372,-0.16863465716324372,0.6765522279035793,-0.16863465716324372,1,1,-0.16863465716324366,0.6765522279035793,0,Atraso tolerável,Não houve atraso,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
4371,B,2,-0.5688677626835891,-0.5688677626835891,0.4525931336742147,-0.5688677626835891,2,1,-0.5688677626835891,0.4525931336742147,0,Atraso problemárico,Atraso Problemático na Entrega por Caminhao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4372,C,2,-0.7022787978570375,-0.7022787978570375,0.5065010956902849,-0.7022787978570375,2,1,-0.7022787978570375,0.5065010956902849,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4373,F,2,-0.3687512099234164,-0.3687512099234164,0.5140978816654492,-0.3687512099234164,1,1,-0.36875120992341637,0.5140978816654492,0,Atraso tolerável,Não houve atraso,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
4374,D,2,-0.3687512099234164,-0.3687512099234164,0.5452154857560263,-0.3687512099234164,2,1,-0.36875120992341637,0.5452154857560263,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4375,F,2,-0.16863465716324372,-0.16863465716324372,0.6696859021183346,-0.16863465716324372,2,0,-0.16863465716324366,0.6696859021183346,0,Atraso problemárico,Atraso Problemático na Entrega por Caminhao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4376,A,2,-0.16863465716324372,-0.16863465716324372,0.5310445580715851,-0.16863465716324372,2,1,-0.16863465716324366,0.5310445580715851,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4377,B,2,-0.7689843154437618,-0.7689843154437618,0.4598977355734113,-0.7689843154437618,0,0,-0.7689843154437618,0.4598977355734113,0,Atraso crítico,Atraso Crítico na Entrega por Caminhao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4378,C,2,-0.5688677626835891,-0.5688677626835891,0.604236669101534,-0.5688677626835891,1,0,-0.5688677626835891,0.604236669101534,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4379,F,1,-0.3020456923366922,-0.3020456923366922,0.6705624543462381,-0.3020456923366922,2,0,-0.30204569233669215,0.6705624543462381,0,Atraso problemárico,Atraso Problemático na Entrega por Aviao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4380,D,1,-0.23534017474996796,-0.23534017474996796,0.5668371073776479,-0.23534017474996796,2,1,-0.2353401747499679,0.5668371073776479,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4381,F,1,-0.23534017474996796,-0.23534017474996796,0.4391526661796932,-0.23534017474996796,1,1,-0.2353401747499679,0.4391526661796932,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4382,A,1,-0.5021622450968648,-0.5021622450968648,0.6400292184075967,-0.5021622450968648,0,1,-0.5021622450968648,0.6400292184075967,0,Atraso crítico,Atraso Crítico na Entrega por Aviao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
4383,B,1,-0.6355732802703133,-0.6355732802703133,0.706355003652301,-0.6355732802703133,2,1,-0.6355732802703133,0.706355003652301,0,Atraso problemárico,Atraso Problemático na Entrega por Aviao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4384,C,1,-0.7689843154437618,-0.7689843154437618,0.6785975164353543,-0.7689843154437618,0,1,-0.7689843154437618,0.6785975164353543,0,Atraso crítico,Atraso Crítico na Entrega por Aviao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
4385,F,1,-0.3687512099234164,-0.3687512099234164,0.7265157048940832,-0.3687512099234164,1,1,-0.36875120992341637,0.7265157048940832,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4386,D,1,-0.7689843154437618,-0.7689843154437618,0.45741417092768444,-0.7689843154437618,2,0,-0.7689843154437618,0.45741417092768444,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4387,F,1,-0.16863465716324372,-0.16863465716324372,0.6715850986121257,-0.16863465716324372,2,0,-0.16863465716324366,0.6715850986121257,0,Atraso problemárico,Atraso Problemático na Entrega por Aviao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4388,A,1,-0.5688677626835891,-0.5688677626835891,0.5119065010956902,-0.5688677626835891,1,1,-0.5688677626835891,0.5119065010956902,0,Atraso tolerável,Atraso Tolerável na Entrega por Aviao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4389,B,1,-0.3020456923366922,-0.3020456923366922,0.5888970051132213,-0.3020456923366922,2,0,-0.30204569233669215,0.5888970051132213,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4390,C,1,-0.7022787978570375,-0.7022787978570375,0.5570489408327246,-0.7022787978570375,2,1,-0.7022787978570375,0.5570489408327246,0,Atraso problemárico,Atraso Problemático na Entrega por Aviao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4391,F,1,-0.3687512099234164,-0.3687512099234164,0.5395178962746531,-0.3687512099234164,1,1,-0.36875120992341637,0.5395178962746531,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4392,D,1,-0.3687512099234164,-0.3687512099234164,0.68327246165084,-0.3687512099234164,1,1,-0.36875120992341637,0.68327246165084,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4393,F,1,-0.5688677626835891,-0.5688677626835891,0.537618699780862,-0.5688677626835891,1,1,-0.5688677626835891,0.537618699780862,0,Atraso tolerável,Atraso Tolerável na Entrega por Aviao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4394,A,1,-0.3687512099234164,-0.3687512099234164,0.5598246895544193,-0.3687512099234164,1,1,-0.36875120992341637,0.5598246895544193,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4395,B,1,-0.6355732802703133,-0.6355732802703133,0.5522279035792549,-0.6355732802703133,2,0,-0.6355732802703133,0.5522279035792549,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4396,C,1,-0.5688677626835891,-0.5688677626835891,0.510445580715851,-0.5688677626835891,2,0,-0.5688677626835891,0.510445580715851,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4397,F,1,-0.16863465716324372,-0.16863465716324372,0.6426588750913075,-0.16863465716324372,1,0,-0.16863465716324366,0.6426588750913075,0,Atraso tolerável,Atraso Tolerável na Entrega por Aviao,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4398,D,1,-0.3687512099234164,-0.3687512099234164,0.5808619430241052,-0.3687512099234164,2,1,-0.36875120992341637,0.5808619430241052,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4399,F,1,-0.5021622450968648,-0.5021622450968648,0.5316289262235209,-0.5021622450968648,1,0,-0.5021622450968648,0.5316289262235209,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4400,A,1,-0.6355732802703133,-0.6355732802703133,0.4787436084733382,-0.6355732802703133,1,1,-0.6355732802703133,0.4787436084733382,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4401,B,0,-0.3687512099234164,-0.3687512099234164,0.49992695398100806,-0.3687512099234164,1,0,-0.36875120992341637,0.49992695398100806,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4402,C,0,-0.7689843154437618,-0.7689843154437618,0.7170197224251278,-0.7689843154437618,2,0,-0.7689843154437618,0.7170197224251278,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4403,F,0,-0.6355732802703133,-0.6355732802703133,0.48823959094229363,-0.6355732802703133,1,0,-0.6355732802703133,0.48823959094229363,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4404,D,0,-0.7689843154437618,-0.7689843154437618,0.4410518626734843,-0.7689843154437618,1,1,-0.7689843154437618,0.4410518626734843,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4405,F,0,-0.16863465716324372,-0.16863465716324372,0.7085463842220598,-0.16863465716324372,2,0,-0.16863465716324366,0.7085463842220598,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4406,A,0,-0.5021622450968648,-0.5021622450968648,0.4669101533966399,-0.5021622450968648,2,1,-0.5021622450968648,0.4669101533966399,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4407,B,0,-0.5688677626835891,-0.5688677626835891,0.6753834915997078,-0.5688677626835891,1,0,-0.5688677626835891,0.6753834915997078,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4408,C,0,-0.5688677626835891,-0.5688677626835891,0.7018261504747991,-0.5688677626835891,1,1,-0.5688677626835891,0.7018261504747991,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4409,F,0,-0.7689843154437618,-0.7689843154437618,0.4530314097881666,-0.7689843154437618,2,0,-0.7689843154437618,0.4530314097881666,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4410,D,0,-0.7022787978570375,-0.7022787978570375,0.4407596785975164,-0.7022787978570375,2,0,-0.7022787978570375,0.4407596785975164,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4411,F,0,-0.23534017474996796,-0.23534017474996796,0.5165814463111761,-0.23534017474996796,1,1,-0.2353401747499679,0.5165814463111761,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4412,A,0,-0.7022787978570375,-0.7022787978570375,0.6245434623813002,-0.7022787978570375,2,0,-0.7022787978570375,0.6245434623813002,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4413,B,0,-0.6355732802703133,-0.6355732802703133,0.4972972972972973,-0.6355732802703133,2,0,-0.6355732802703133,0.4972972972972973,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4414,C,0,-0.16863465716324372,-0.16863465716324372,0.5888970051132213,-0.16863465716324372,2,0,-0.16863465716324366,0.5888970051132213,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4415,F,0,-0.3687512099234164,-0.3687512099234164,0.6828341855368882,-0.3687512099234164,0,1,-0.36875120992341637,0.6828341855368882,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4416,D,0,-0.23534017474996796,-0.23534017474996796,0.5192111029948868,-0.23534017474996796,2,1,-0.2353401747499679,0.5192111029948868,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
